seed;p;dMax;availables;plain;jump;gain;contour;plateau;qEst;qHat;sHat;pHit;fromzero;fzSAG;fzPur;randomly;rdSAG;rdPur;cleverly;clSAG;clPur;greedyIG;grSAG;grPur;bForceIG;bfSAG;bfPur
3225;2;   4;        16;plain;  11;   0;      2;      2;   0;   0;   9;56.3;       9;    0; pure;       9;    0; pure;       9;    0; pure;       9;    0; pure;       9;    0; pure
3232;3;   7;       118; skew;   2;   1;      2;      2;   0;   0;  72;61.0;      72;    0;  imp;      55;    0;  imp;      73;    0;  imp;      68;    0;  imp;       ?;    ?;    ?
3233;6;   4;      4096;plain;  11;   0;      6;      6;   1;   1;1458;35.6;    1215;    2; pure;     743;    2;  imp;    1458;    1; pure;    1215;    2; pure;       ?;    ?;    ?
3235;5;   3;        90; skew;   2;   2;      2;      2;   2;   1;  29;32.2;      25;    1;  imp;      26;    1;  imp;      29;    1; pure;      31;    2;  imp;       ?;    ?;    ?
3236;5;   7;       148; skew;   2;   5;      4;      4;   0;   0;  69;46.6;      75;    0;  imp;      76;    0;  imp;      83;    0;  imp;      85;    0;  imp;       ?;    ?;    ?
3241;5;   3;       243;plain;  11;   0;      5;      5;   2;   2;  80;32.9;      80;    1; pure;      49;    1;  imp;      80;    2; pure;      80;    2; pure;       ?;    ?;    ?
3242;6;   5;      7830; skew;   4;   3;      2;      3;   1;   1;3010;38.4;    1456;    2;  imp;    1477;    1;  imp;    3010;    1; pure;    2685;    1;  imp;       ?;    ?;    ?
3243;3;   9;       244; skew;   3;   2;      3;      2;   0;   0; 161;66.0;     154;    0;  imp;     140;    0;  imp;     162;    0;  imp;     156;    0;  imp;       ?;    ?;    ?
3253;6;   4;       636; skew;   2;   2;      2;      2;   1;   1; 214;33.6;      87;    3;  imp;     142;    2;  imp;     246;    1;  imp;     240;    1;  imp;       ?;    ?;    ?
3256;4;   7;       190; skew;   3;   4;      1;      1;   0;   0; 105;55.3;     114;    0;  imp;     113;    0;  imp;     117;    0;  imp;     124;    0;  imp;       ?;    ?;    ?
3257;2;   4;        16;plain;  11;   0;      2;      2;   0;   0;   9;56.3;       6;    1; pure;       6;    1; pure;       9;    0; pure;       9;    0; pure;       9;    0; pure
3258;3;   8;       512;plain;  11;   0;      3;      3;   0;   0; 343;67.0;     147;    1; pure;     149;    0;  imp;     343;    0; pure;     343;    0; pure;       ?;    ?;    ?
3260;6;   7;       254; skew;   1;   3;      6;      6;   1;   0; 118;46.5;     131;    0;  imp;     144;    0;  imp;     156;    0;  imp;     158;    0;  imp;       ?;    ?;    ?
3261;4;   4;       108; skew;   3;   0;      3;      1;   1;   1;  39;36.1;      33;    0;  imp;      36;    0;  imp;      42;    1;  imp;      45;    1;  imp;       ?;    ?;    ?
3262;5;   8;     14112; skew;   4;   3;      3;      4;   0;   0;6587;46.7;    6169;    0;  imp;    3812;    0;  imp;    6587;    0; pure;    5404;    1;  imp;       ?;    ?;    ?
3267;5;   9;      1016; skew;   4;   7;      1;      5;   0;   0; 568;55.9;     560;    0;  imp;     572;    0;  imp;     619;    0;  imp;     638;    0;  imp;       ?;    ?;    ?
3269;2;   8;        64;plain;  11;   0;      2;      2;   0;   0;  49;76.6;      49;    0; pure;      38;    0;  imp;      49;    0; pure;      49;    0; pure;       ?;    ?;    ?
3270;3;   5;        60; skew;   4;   0;      1;      2;   0;   0;  32;53.3;      17;    1;  imp;      22;    0;  imp;      32;    0; pure;      30;    0;  imp;      32;    0; pure
3273;4;   8;        70; skew;   1;   2;      3;      2;   0;   0;  39;55.7;      50;    0;  imp;      49;    0;  imp;      51;    0;  imp;      51;    0;  imp;       ?;    ?;    ?
3274;5;   5;      3125;plain;  11;   0;      5;      5;   1;   1;1280;41.0;    1280;    1; pure;     810;    1;  imp;    1280;    1; pure;    1280;    1; pure;       ?;    ?;    ?
3278;2;   5;        20; skew;   4;   0;      1;      1;   0;   0;  13;65.0;       7;    0;  imp;      11;    0;  imp;      13;    0; pure;      13;    0; pure;      13;    0; pure
3279;5;   7;      2484; skew;   3;   3;      5;      1;   0;   0;1180;47.5;    1169;    0;  imp;     895;    0;  imp;    1182;    0;  imp;    1172;    1;  imp;       ?;    ?;    ?
3280;5;   6;      4496; skew;   4;   3;      2;      3;   1;   0;1829;40.7;    1470;    0;  imp;    1175;    1;  imp;    1829;    0; pure;    1776;    1;  imp;       ?;    ?;    ?
3281;3;   8;       300; skew;   7;   4;      2;      2;   0;   0; 196;65.3;     103;    1;  imp;     119;    0;  imp;     197;    0;  imp;     172;    0;  imp;       ?;    ?;    ?
3284;2;   6;        14; skew;   3;   2;      1;      1;   0;   0;  10;71.4;      10;    0;  imp;      10;    0;  imp;      10;    0; pure;      10;    0;  imp;      10;    0;  imp
3286;6;   5;      2204; skew;   2;   3;      6;      2;   1;   1; 832;37.7;     728;    1;  imp;     603;    1;  imp;     834;    1;  imp;     745;    1;  imp;       ?;    ?;    ?
3287;4;   9;      6561;plain;  11;   0;      4;      4;   0;   0;4096;62.4;    2048;    1; pure;    1531;    1;  imp;    4096;    0; pure;    4096;    0; pure;       ?;    ?;    ?
3288;4;   6;       184; skew;   2;   0;      2;      1;   0;   1;  80;43.5;      82;    0;  imp;      82;    0;  imp;      81;    1;  imp;      91;    1;  imp;       ?;    ?;    ?
3290;3;   5;       125;plain;  11;   0;      3;      3;   0;   0;  64;51.2;      12;    2; pure;      23;    1;  imp;      64;    0; pure;      64;    0; pure;       ?;    ?;    ?
3292;6;   4;      1260; skew;   3;   3;      2;      4;   1;   1; 435;34.5;     294;    1;  imp;     272;    1;  imp;     437;    1;  imp;     350;    2;  imp;       ?;    ?;    ?
3293;4;   8;      1292; skew;   4;   3;      4;      1;   0;   0; 710;55.0;     595;    0;  imp;     524;    0;  imp;     710;    0; pure;     640;    0;  imp;       ?;    ?;    ?
3294;5;   5;       496; skew;   2;   3;      3;      3;   1;   1; 208;41.9;     190;    1;  imp;     173;    1;  imp;     209;    1;  imp;     203;    1;  imp;       ?;    ?;    ?
3295;2;   9;        81;plain;  11;   0;      2;      2;   0;   0;  64;79.0;      64;    0; pure;      64;    0; pure;      64;    0; pure;      64;    0; pure;       ?;    ?;    ?
3297;5;   5;       504; skew;   3;   4;      3;      4;   1;   0; 183;36.3;     172;    0;  imp;     151;    0;  imp;     225;    0;  imp;     209;    1;  imp;       ?;    ?;    ?
3299;4;   6;      1290; skew;   5;   0;      3;      3;   0;   0; 622;48.2;     622;    0; pure;     389;    0;  imp;     622;    0; pure;     498;    1; pure;       ?;    ?;    ?
3300;4;   3;        42; skew;   2;   2;      2;      3;   1;   1;  16;38.1;      11;    1;  imp;      10;    1;  imp;      16;    1; pure;      16;    1; pure;      16;    1;  imp
3301;2;   5;        25;plain;  11;   0;      2;      2;   0;   0;  16;64.0;       8;    1; pure;      10;    0;  imp;      16;    0; pure;      16;    0; pure;      16;    0; pure
3302;3;   9;       729;plain;  11;   0;      3;      3;   0;   0; 512;70.2;     512;    0; pure;     414;    0;  imp;     512;    0; pure;     512;    0; pure;       ?;    ?;    ?
3304;6;   3;        30; skew;   2;   0;      2;      1;   2;   1;  12;40.0;      19;    1;  imp;      21;    1;  imp;      21;    1;  imp;      21;    1;  imp;      21;    1;  imp
3307;3;   6;        58; skew;   2;   1;      2;      1;   0;   0;  31;53.4;      32;    0;  imp;      32;    0;  imp;      34;    0;  imp;      35;    0;  imp;      35;    0;  imp
3309;6;   5;     15625;plain;  11;   0;      6;      6;   1;   1;6144;39.3;    1280;    3; pure;    1751;    2;  imp;    6144;    1; pure;    6144;    1; pure;       ?;    ?;    ?
3311;5;   6;       334; skew;   1;   0;      4;      4;   1;   0; 117;35.0;     132;    0;  imp;     110;    0;  imp;     133;    0;  imp;     135;    1;  imp;       ?;    ?;    ?
3312;5;   4;      1024;plain;  11;   0;      5;      5;   1;   1; 405;39.6;     405;    1; pure;     261;    1;  imp;     405;    1; pure;     405;    1; pure;       ?;    ?;    ?
3313;3;   8;        28; skew;   5;   6;      3;      3;   0;   0;  15;53.6;      15;    0;  imp;      11;    0;  imp;      15;    0; pure;      15;    0;  imp;      15;    0;  imp
3318;6;   5;       122; skew;   1;   2;      2;      6;   1;   0;  38;31.1;      45;    0;  imp;      52;    0;  imp;      66;    0;  imp;      72;    2;  imp;       ?;    ?;    ?
3319;4;   7;       118; skew;   1;   0;      4;      2;   0;   0;  80;67.8;      84;    0;  imp;      74;    0;  imp;      84;    0;  imp;      84;    0;  imp;       ?;    ?;    ?
3320;3;   3;        27;plain;  11;   0;      3;      3;   1;   1;  12;44.4;       8;    0; pure;       8;    1;  imp;      12;    1; pure;      12;    1; pure;      12;    1; pure
3323;6;   6;       138; skew;   1;   3;      2;      4;   1;   1;  46;33.3;      74;    0;  imp;      72;    0;  imp;      80;    1;  imp;      79;    1;  imp;       ?;    ?;    ?
3324;6;   3;       106; skew;   1;   2;      5;      3;   2;   1;  33;31.1;       6;    5;  imp;      20;    1;  imp;      33;    1; pure;      32;    1;  imp;       ?;    ?;    ?
3325;3;   7;       262; skew;   4;   1;      2;      3;   0;   0; 165;63.0;     163;    0;  imp;     129;    0;  imp;     165;    0; pure;     159;    0;  imp;       ?;    ?;    ?
3327;2;   6;        36;plain;  11;   0;      2;      2;   0;   0;  25;69.4;      25;    0; pure;      15;    0;  imp;      25;    0; pure;      25;    0; pure;      25;    0; pure
3329;2;   6;        18; skew;   4;   2;      1;      1;   0;   0;  13;72.2;      12;    0;  imp;      11;    0;  imp;      13;    0; pure;      13;    0; pure;      13;    0; pure
3333;4;   6;       288; skew;   4;   1;      1;      1;   0;   0; 149;51.7;     135;    0;  imp;     115;    0;  imp;     149;    0; pure;     137;    0;  imp;       ?;    ?;    ?
3336;3;   9;       729;plain;  11;   0;      3;      3;   0;   0; 512;70.2;     192;    1; pure;     172;    1;  imp;     512;    0; pure;     512;    0; pure;       ?;    ?;    ?
3341;3;   6;        64; skew;   2;   2;      2;      3;   0;   0;  30;46.9;      36;    0;  imp;      27;    1;  imp;      37;    0;  imp;      34;    0;  imp;       ?;    ?;    ?
3342;4;   8;        34; skew;   1;   2;      4;      1;   0;   0;  24;70.6;      25;    0;  imp;      27;    0;  imp;      28;    0;  imp;      28;    0;  imp;      28;    0;  imp
3343;2;   5;        20; skew;   4;   1;      2;      2;   0;   0;  13;65.0;      13;    0; pure;      10;    0;  imp;      13;    0; pure;      13;    0; pure;      13;    0; pure
3344;2;   9;        60; skew;   5;   1;      2;      2;   0;   0;  50;83.3;      50;    0; pure;      45;    0;  imp;      50;    0; pure;      50;    0; pure;      50;    0; pure
3345;5;   6;       800; skew;   3;   4;      2;      1;   1;   0; 304;38.0;     352;    0;  imp;     309;    0;  imp;     336;    0;  imp;     367;    1;  imp;       ?;    ?;    ?
3347;4;   7;       206; skew;   4;   5;      1;      4;   0;   0; 113;54.9;     121;    0;  imp;     113;    0;  imp;     130;    0;  imp;     131;    0;  imp;       ?;    ?;    ?
3348;4;   9;       922; skew;   5;   6;      4;      4;   0;   0; 645;70.0;     385;    0;  imp;     380;    0;  imp;     650;    0;  imp;     632;    0;  imp;       ?;    ?;    ?
3349;2;   6;        36;plain;  11;   0;      2;      2;   0;   0;  25;69.4;      25;    0; pure;      18;    0;  imp;      25;    0; pure;      25;    0; pure;      25;    0; pure
3350;3;   3;        27;plain;  11;   0;      3;      3;   1;   1;  12;44.4;       6;    2; pure;       6;    2; pure;      12;    1; pure;      12;    1; pure;      12;    1; pure
3352;6;   9;      6952; skew;   4;   8;      4;      3;   0;   1;2893;41.6;    2428;    1;  imp;    2332;    1;  imp;    3107;    1;  imp;    3442;    1;  imp;       ?;    ?;    ?
3353;4;   6;       340; skew;   2;   1;      2;      4;   0;   0; 151;44.4;     157;    0;  imp;     132;    0;  imp;     154;    0;  imp;     158;    1;  imp;       ?;    ?;    ?
3355;3;   5;        80; skew;   4;   1;      2;      1;   0;   0;  42;52.5;      36;    0;  imp;      32;    0;  imp;      42;    0; pure;      41;    0;  imp;       ?;    ?;    ?
3359;5;   5;        68; skew;   2;   4;      3;      1;   1;   1;  21;30.9;      25;    1;  imp;      35;    0;  imp;      37;    1;  imp;      37;    2;  imp;       ?;    ?;    ?
3360;4;   6;      1230; skew;   5;   1;      4;      2;   0;   0; 598;48.6;     579;    0;  imp;     354;    0;  imp;     598;    0; pure;     466;    1; pure;       ?;    ?;    ?
3364;6;   6;      1994; skew;   2;   4;      4;      4;   1;   1; 734;36.8;     785;    0;  imp;     668;    0;  imp;     767;    1;  imp;     811;    1;  imp;       ?;    ?;    ?
3365;4;   3;        81;plain;  11;   0;      4;      4;   1;   1;  32;39.5;      32;    1; pure;      26;    1;  imp;      32;    1; pure;      32;    1; pure;       ?;    ?;    ?
3366;5;   7;     16807;plain;  11;   0;      5;      5;   0;   0;7776;46.3;    6480;    1; pure;    4107;    1;  imp;    7776;    0; pure;    6480;    1; pure;       ?;    ?;    ?
3369;6;   3;        90; skew;   2;   2;      2;      2;   2;   2;  27;30.0;      49;    1;  imp;      39;    2;  imp;      53;    2;  imp;      53;    2;  imp;       ?;    ?;    ?
3371;5;   4;        12; skew;   1;   3;      5;      3;   1;   1;   4;33.3;       6;    1;  imp;       6;    1;  imp;       6;    1;  imp;       6;    1;  imp;       6;    1;  imp
3372;5;   6;      7776;plain;  11;   0;      5;      5;   1;   1;3125;40.2;    3125;    0; pure;    1622;    1;  imp;    3125;    1; pure;    3125;    1; pure;       ?;    ?;    ?
3374;4;   7;        62; skew;   4;   6;      1;      1;   0;   0;  34;54.8;      44;    0;  imp;      42;    0;  imp;      44;    0;  imp;      46;    0;  imp;      46;    0;  imp
3377;5;   4;       600; skew;   3;   1;      2;      4;   1;   1; 231;38.5;      85;    2;  imp;     108;    2;  imp;     231;    1; pure;     228;    1;  imp;       ?;    ?;    ?
3378;6;   8;     16166; skew;   3;   5;      4;      2;   0;   0;7122;44.1;    7283;    0;  imp;    6172;    0;  imp;    8079;    0;  imp;    7455;    0;  imp;       ?;    ?;    ?
3379;4;   5;       625;plain;  11;   0;      4;      4;   1;   1; 256;41.0;     256;    1; pure;     157;    1;  imp;     256;    1; pure;     256;    1; pure;       ?;    ?;    ?
3382;2;   7;        49;plain;  11;   0;      2;      2;   0;   0;  36;73.5;      12;    1; pure;      11;    1;  imp;      36;    0; pure;      36;    0; pure;      36;    0; pure
3383;6;   4;        12; skew;   1;   1;      2;      1;   1;   0;   6;50.0;       9;    0;  imp;       9;    0;  imp;       9;    0;  imp;       9;    0;  imp;       9;    0;  imp
3386;5;   7;      9762; skew;   4;   1;      5;      2;   0;   0;4363;44.7;    3996;    0;  imp;    2639;    0;  imp;    4363;    0; pure;    3758;    1;  imp;       ?;    ?;    ?
3388;2;   6;        12; skew;   5;   3;      2;      1;   0;   0;   8;66.7;       9;    0;  imp;       9;    0;  imp;       9;    0;  imp;       9;    0;  imp;       9;    0;  imp
3389;6;   3;       729;plain;  11;   0;      6;      6;   2;   2; 240;32.9;      60;    4; pure;      51;    4;  imp;     240;    2; pure;     240;    2; pure;       ?;    ?;    ?
3391;4;   4;        24; skew;   3;   0;      1;      2;   1;   0;   9;37.5;      19;    1;  imp;      19;    1;  imp;      17;    0;  imp;      20;    1;  imp;      20;    1;  imp
3394;3;   5;        20; skew;   4;   4;      2;      1;   0;   1;   9;45.0;      12;    1;  imp;      12;    1;  imp;      11;    1;  imp;      15;    1;  imp;      15;    1;  imp
3397;4;   7;       994; skew;   4;   1;      3;      1;   0;   0; 534;53.7;     500;    0;  imp;     388;    0;  imp;     534;    0; pure;     450;    0;  imp;       ?;    ?;    ?
3398;5;   5;      3125;plain;  11;   0;      5;      5;   1;   1;1280;41.0;    1280;    1; pure;     820;    1;  imp;    1280;    1; pure;    1280;    1; pure;       ?;    ?;    ?
3400;2;   5;        23; skew;   3;   0;      2;      2;   0;   0;  14;60.9;      12;    0;  imp;       8;    0;  imp;      14;    0; pure;      14;    0; pure;      14;    0; pure
3404;4;   5;       625;plain;  11;   0;      4;      4;   1;   1; 256;41.0;     256;    1; pure;     154;    1;  imp;     256;    1; pure;     256;    1; pure;       ?;    ?;    ?
3406;3;   4;        64;plain;  11;   0;      3;      3;   1;   1;  27;42.2;       9;    2; pure;       8;    2;  imp;      27;    1; pure;      27;    1; pure;       ?;    ?;    ?
3410;6;   7;      1210; skew;   2;   4;      2;      1;   1;   0; 490;40.5;     613;    0;  imp;     589;    0;  imp;     656;    0;  imp;     697;    0;  imp;       ?;    ?;    ?
3411;3;   9;       729;plain;  11;   0;      3;      3;   0;   0; 512;70.2;     512;    0; pure;     307;    0;  imp;     512;    0; pure;     512;    0; pure;       ?;    ?;    ?
3412;3;   6;       140; skew;   5;   2;      2;      1;   0;   0;  83;59.3;      71;    0;  imp;      55;    0;  imp;      83;    0; pure;      78;    0;  imp;       ?;    ?;    ?
3414;2;   7;        22; skew;   2;   1;      2;      1;   0;   0;  16;72.7;      15;    0;  imp;      14;    0;  imp;      16;    0; pure;      16;    0;  imp;      16;    0; pure
3416;5;   6;       528; skew;   2;   0;      2;      1;   1;   1; 186;35.2;     231;    0;  imp;     219;    0;  imp;     240;    1;  imp;     253;    1;  imp;       ?;    ?;    ?
